, что :  count:3180  textCnt:1255
таран , :  count:4  textCnt:2
или не :  count:4  textCnt:4
. чиновник :  count:4  textCnt:4
заявлен , :  count:4  textCnt:4
полученный из :  count:4  textCnt:4
и продолжил :  count:4  textCnt:4
аэродром . :  count:4  textCnt:4
россия юрий :  count:4  textCnt:4
и экспериментальный :  count:4  textCnt:4
или , :  count:4  textCnt:4
партнерство в :  count:4  textCnt:4
старт discovery :  count:4  textCnt:4
носитель white :  count:4  textCnt:4
тело солнечный :  count:4  textCnt:4
цифра , :  count:4  textCnt:4
конец февраль :  count:4  textCnt:4
эволюция наш :  count:4  textCnt:4
постепенно выводиться :  count:4  textCnt:4
. геннадий :  count:4  textCnt:4
сша генерал :  count:4  textCnt:4
, вышел :  count:4  textCnt:4
защита . :  count:4  textCnt:4
мы очень :  count:4  textCnt:4
уточняю риа :  count:4  textCnt:4
силовой гироскоп :  count:4  textCnt:4
блюдо , :  count:4  textCnt:3
ватт . :  count:4  textCnt:2
начало май :  count:4  textCnt:4
space agency :  count:4  textCnt:4
стойка шасси :  count:4  textCnt:2
угроза национальный :  count:4  textCnt:3
книга , :  count:4  textCnt:4
нести ядерный :  count:4  textCnt:4
о ратификация :  count:4  textCnt:3
конструктор , :  count:4  textCnt:4
в 1958 :  count:4  textCnt:4
строительство мкс :  count:4  textCnt:4
сомнение . :  count:4  textCnt:4
30 градус :  count:4  textCnt:4
командование адмирал :  count:4  textCnt:2
корабль россия :  count:4  textCnt:3
являюсь первое :  count:4  textCnt:4
в 1927 :  count:4  textCnt:4
кусок , :  count:4  textCnt:4
300 метр :  count:4  textCnt:4
столкновение , :  count:4  textCnt:3
слежение за :  count:4  textCnt:4
кулик . :  count:4  textCnt:1
запланированный запуск :  count:4  textCnt:4
250 километр :  count:4  textCnt:4
тихоокеанский побережье :  count:4  textCnt:4
миллиард евро :  count:4  textCnt:4
стою в :  count:4  textCnt:4
что каждый :  count:4  textCnt:4
есть заниматься :  count:4  textCnt:4
тонна различный :  count:4  textCnt:4
численность популяция :  count:4  textCnt:3
не нахожу :  count:4  textCnt:4
послужил причина :  count:4  textCnt:4
компания сухой :  count:4  textCnt:2
самый древний :  count:4  textCnt:4
страна есть :  count:4  textCnt:4
есть искать :  count:4  textCnt:4
неизвестный происхождение :  count:4  textCnt:4
составляю приблизительно :  count:4  textCnt:4
. гетит :  count:4  textCnt:1
израиль получил :  count:4  textCnt:4
, 19 :  count:4  textCnt:4
это факт :  count:4  textCnt:4
результат это :  count:4  textCnt:4
версия . :  count:4  textCnt:4
заметно меньше :  count:4  textCnt:4
afp . :  count:4  textCnt:4
пять километр :  count:4  textCnt:4
стандартный модель :  count:4  textCnt:3
сила с :  count:4  textCnt:3
анализ , :  count:4  textCnt:4
сайт миссия :  count:4  textCnt:4
сила на :  count:4  textCnt:4
план . :  count:4  textCnt:4
который космический :  count:4  textCnt:3
к интернет :  count:4  textCnt:4
киргизия , :  count:4  textCnt:3
список военный :  count:4  textCnt:4
мы уж :  count:4  textCnt:4
в противный :  count:4  textCnt:4
роскосмос и :  count:4  textCnt:4
матрос и :  count:4  textCnt:4
для свой :  count:4  textCnt:4
600 километр :  count:4  textCnt:4
посол киргизия :  count:4  textCnt:4
о участие :  count:4  textCnt:3
пыль , :  count:4  textCnt:4
на самый :  count:4  textCnt:4
142 го :  count:4  textCnt:3
произошёл по :  count:4  textCnt:4
использование атомный :  count:4  textCnt:3
новость официальный :  count:4  textCnt:4
министр страна :  count:4  textCnt:4
и различный :  count:4  textCnt:4
обслуживание телескоп :  count:4  textCnt:3
в оба :  count:4  textCnt:4
уничтожить весь :  count:4  textCnt:3
труд , :  count:4  textCnt:4
использование клипер :  count:4  textCnt:4
электростанция . :  count:4  textCnt:4
к число :  count:4  textCnt:4
университет великобритания :  count:4  textCnt:2
сразу же :  count:4  textCnt:4
и улучшение :  count:4  textCnt:4
чуть не :  count:4  textCnt:4
другой место :  count:4  textCnt:4
по принцип :  count:4  textCnt:4
россия существую :  count:4  textCnt:4
граница земной :  count:4  textCnt:4
программа для :  count:4  textCnt:4
излучение от :  count:4  textCnt:3
не принял :  count:4  textCnt:4
к 30 :  count:4  textCnt:4
премия в :  count:4  textCnt:4
на 7 :  count:4  textCnt:4
17 тысяча :  count:4  textCnt:4
лицо с :  count:4  textCnt:3
воскресение , :  count:4  textCnt:4
можно найти :  count:4  textCnt:4
обращающийся вокруг :  count:4  textCnt:3
, начал :  count:4  textCnt:4
сокращение военный :  count:4  textCnt:3
летучий мышь :  count:4  textCnt:1
теракт в :  count:4  textCnt:4
и ibm :  count:4  textCnt:1
быть создан :  count:4  textCnt:4
, sony :  count:4  textCnt:3
для предстоящий :  count:4  textCnt:4
молодая звезда :  count:4  textCnt:2
финка есть :  count:4  textCnt:4
dvd рекордер :  count:4  textCnt:1
21 . :  count:4  textCnt:3
самый старое :  count:4  textCnt:4
принцип действие :  count:4  textCnt:4
сотрудничество по :  count:4  textCnt:4
статья о :  count:4  textCnt:4
ветер и :  count:4  textCnt:4
вторжение на :  count:4  textCnt:4
в бак :  count:4  textCnt:4
70 тысяча :  count:4  textCnt:3
можно увидеть :  count:4  textCnt:4
чечня , :  count:4  textCnt:3
, разбившийся :  count:4  textCnt:4
причина происшествие :  count:4  textCnt:4
кораблем прогресс :  count:4  textCnt:4
только к :  count:4  textCnt:4
оборонный технология :  count:4  textCnt:4
самолёт x :  count:4  textCnt:3
управление пилотируемый :  count:4  textCnt:4
планирую выпустить :  count:4  textCnt:4
ледяной шапка :  count:4  textCnt:4
поставка военный :  count:4  textCnt:4
отреагировал на :  count:4  textCnt:4
spaceflightnow . :  count:4  textCnt:4
наблюдение с :  count:4  textCnt:4
, похоже :  count:4  textCnt:3
виктор ющенко :  count:4  textCnt:4
новый боева :  count:4  textCnt:3
сенсор . :  count:4  textCnt:4
ракета упал :  count:4  textCnt:4
, рим :  count:4  textCnt:3
и распространение :  count:4  textCnt:4
жуковский . :  count:4  textCnt:4
группа бомбардировщик :  count:4  textCnt:2
этот гипотеза :  count:4  textCnt:4
, боевой :  count:4  textCnt:4
находясь в :  count:4  textCnt:4
директор агентство :  count:4  textCnt:4
телескоп keck :  count:4  textCnt:4
кб южный :  count:4  textCnt:4
есть сбор :  count:4  textCnt:4
на союз :  count:4  textCnt:3
терпящий бедствие :  count:4  textCnt:4
демонстрационный полёт :  count:4  textCnt:3
ядерный физик :  count:4  textCnt:4
ушёл в :  count:4  textCnt:4
титан могу :  count:4  textCnt:4
не принят :  count:4  textCnt:4
исследовательский модуль :  count:4  textCnt:4
на юпитер :  count:4  textCnt:3
составляю не :  count:4  textCnt:4
посол по :  count:4  textCnt:3
определяю количество :  count:4  textCnt:4
способный в :  count:4  textCnt:4
имею отношение :  count:4  textCnt:4
планируюсь . :  count:4  textCnt:4
какой из :  count:4  textCnt:4
превосхожу по :  count:4  textCnt:4
что размер :  count:4  textCnt:4
и вход :  count:4  textCnt:4
до 5 :  count:4  textCnt:4
что окончательный :  count:4  textCnt:4
каспийск регион :  count:4  textCnt:1
они оказался :  count:4  textCnt:4
евро , :  count:4  textCnt:4
по особый :  count:4  textCnt:3
и заявил :  count:4  textCnt:4
сообщаю military :  count:4  textCnt:4
хвост комета :  count:4  textCnt:4
высший образование :  count:4  textCnt:3
. самоходный :  count:4  textCnt:4
он отделился :  count:4  textCnt:3
могу возникнуть :  count:4  textCnt:4
, интерес :  count:4  textCnt:4
с глава :  count:4  textCnt:4
йорк . :  count:4  textCnt:4
российский генштаб :  count:4  textCnt:3
, убежден :  count:4  textCnt:4
горазд больший :  count:4  textCnt:4
египетский археолог :  count:4  textCnt:4
северный и :  count:4  textCnt:4
и хотя :  count:4  textCnt:4
. вертолет :  count:4  textCnt:4
исправен , :  count:4  textCnt:4
technology , :  count:4  textCnt:4
профессор астрономия :  count:4  textCnt:4
вод с :  count:4  textCnt:4
катастрофа в :  count:4  textCnt:4
по себе :  count:4  textCnt:4
неназванный , :  count:4  textCnt:4
он упал :  count:4  textCnt:4
и организация :  count:4  textCnt:3
оставить в :  count:4  textCnt:4
получение дополнительный :  count:4  textCnt:4
планируюсь увеличить :  count:4  textCnt:4
от титан :  count:4  textCnt:3
машин и :  count:4  textCnt:4
и принял :  count:4  textCnt:4
квазар , :  count:4  textCnt:4
отложить запуск :  count:4  textCnt:4
выполнен в :  count:4  textCnt:4
экология и :  count:4  textCnt:3
оказался неожиданный :  count:4  textCnt:4
с середина :  count:4  textCnt:4
армения . :  count:4  textCnt:3
от марсоход :  count:4  textCnt:4
млекопитающее . :  count:4  textCnt:4
поиск , :  count:4  textCnt:4
до 12 :  count:4  textCnt:4
атмосфера вместе :  count:4  textCnt:4
, комиссия :  count:4  textCnt:3
место по :  count:4  textCnt:4
челнок к :  count:4  textCnt:4
это первое :  count:4  textCnt:4
связь в :  count:4  textCnt:3
запад от :  count:4  textCnt:4
марс обнаружен :  count:4  textCnt:3
сократился , :  count:4  textCnt:4
разрешение на :  count:4  textCnt:4
его ремонт :  count:4  textCnt:4
временю успешно :  count:4  textCnt:4
слово чемезова :  count:4  textCnt:4
, потребовался :  count:4  textCnt:4
председатель комитет :  count:4  textCnt:4
нато партнерство :  count:4  textCnt:4
и 100 :  count:4  textCnt:4
увеличился , :  count:4  textCnt:4
увеличение численность :  count:4  textCnt:3
в киргизский :  count:4  textCnt:4
force base :  count:4  textCnt:4
политический и :  count:4  textCnt:4
смог подняться :  count:4  textCnt:4
в обеспечение :  count:4  textCnt:3
на балтийск :  count:4  textCnt:4
высокий разрешение :  count:4  textCnt:4
это ещё :  count:4  textCnt:4
космический держава :  count:4  textCnt:4
первый за :  count:4  textCnt:4
polar lander :  count:4  textCnt:2
из массачусетский :  count:4  textCnt:4
который располагаю :  count:4  textCnt:4
правительство россия :  count:4  textCnt:4
число близнец :  count:4  textCnt:1
, должно :  count:4  textCnt:4
мкс поднял :  count:4  textCnt:4
атака на :  count:4  textCnt:4
сайт телекомпания :  count:4  textCnt:4
заявлен на :  count:4  textCnt:4
если запуск :  count:4  textCnt:4
маленькая из :  count:4  textCnt:3
это на :  count:4  textCnt:4
точно такой :  count:4  textCnt:4
с истребитель :  count:4  textCnt:3
должен решить :  count:4  textCnt:4
образование в :  count:4  textCnt:4
очень редок :  count:4  textCnt:4
discovery отправился :  count:4  textCnt:4
но большинство :  count:4  textCnt:4
подлодка это :  count:4  textCnt:2
день вмф :  count:4  textCnt:4
выход . :  count:4  textCnt:4
представитель конгресс :  count:4  textCnt:4
по оборона :  count:4  textCnt:3
их по :  count:4  textCnt:4
двойной назначение :  count:4  textCnt:4
для доставка :  count:4  textCnt:4
в околоземный :  count:4  textCnt:3
хаббл , :  count:4  textCnt:4
тма . :  count:4  textCnt:4
с японский :  count:4  textCnt:4
1967 год :  count:4  textCnt:4
авиация в :  count:4  textCnt:3
который служу :  count:4  textCnt:4
приостановлен в :  count:4  textCnt:4
жертва . :  count:4  textCnt:4
огнем . :  count:4  textCnt:4
чиао на :  count:4  textCnt:4
такой условие :  count:4  textCnt:4
в прибрежный :  count:4  textCnt:4
и стабильность :  count:4  textCnt:4
ресурс для :  count:4  textCnt:3
также по :  count:4  textCnt:4
эмбарго . :  count:4  textCnt:4
образец военный :  count:4  textCnt:4
женщина пилот :  count:4  textCnt:2
год военнослужащий :  count:4  textCnt:4
в обозримый :  count:4  textCnt:4
направляюсь в :  count:4  textCnt:4
, принимавший :  count:4  textCnt:4
и ночь :  count:4  textCnt:3
планируюсь на :  count:4  textCnt:4
а через :  count:4  textCnt:4
небольшой количество :  count:4  textCnt:4
, принадлежавший :  count:4  textCnt:4
может и :  count:4  textCnt:4
его движение :  count:4  textCnt:4
, добавив :  count:4  textCnt:3
который остался :  count:4  textCnt:4
ближайший год :  count:4  textCnt:4
центр в :  count:4  textCnt:4
час ночь :  count:4  textCnt:3
как американский :  count:4  textCnt:4
столкновение . :  count:4  textCnt:4
ребёнок и :  count:4  textCnt:3
происхожу с :  count:4  textCnt:4
покрытие . :  count:4  textCnt:4
слишком рискованный :  count:4  textCnt:4
26 . :  count:4  textCnt:3
. резкий :  count:4  textCnt:4
из чего :  count:4  textCnt:4
попавший в :  count:4  textCnt:4
. технический :  count:4  textCnt:4
. расстояние :  count:4  textCnt:4
жуковский , :  count:4  textCnt:3
волшебный круг :  count:4  textCnt:1
процессор . :  count:4  textCnt:4
час утро :  count:4  textCnt:4
пожар , :  count:4  textCnt:4
власть сша :  count:4  textCnt:4
могу иметь :  count:4  textCnt:4
. фактически :  count:4  textCnt:4
кнр и :  count:4  textCnt:4
и оборона :  count:4  textCnt:4
м 2 :  count:4  textCnt:3
специальный устройство :  count:4  textCnt:4
челнок есть :  count:4  textCnt:4
ледник дрыгальского :  count:4  textCnt:3
корпорация microsoft :  count:4  textCnt:4
. генерал :  count:4  textCnt:4
создал электронный :  count:4  textCnt:4
использовать как :  count:4  textCnt:4
вооружённый формирование :  count:4  textCnt:4
почёл весь :  count:4  textCnt:4
вид амфибия :  count:4  textCnt:3
новый техник :  count:4  textCnt:4
планетный система :  count:4  textCnt:4
речь в :  count:4  textCnt:4
суперкомпьютер . :  count:4  textCnt:4
россия построил :  count:4  textCnt:4
где должен :  count:4  textCnt:4
полигон , :  count:4  textCnt:4
что вызываю :  count:4  textCnt:4
жизнедеятельность , :  count:4  textCnt:4
. падалка :  count:4  textCnt:3
доброволец , :  count:4  textCnt:4
и военен :  count:4  textCnt:4
применение в :  count:4  textCnt:4
что изучение :  count:4  textCnt:4
процесс подготовка :  count:4  textCnt:3
приднестровье , :  count:4  textCnt:1
технический эксперимент :  count:4  textCnt:4
отверстие в :  count:4  textCnt:4
флот вмф :  count:4  textCnt:4
представляюсь возможный :  count:4  textCnt:4
что нынешний :  count:4  textCnt:4
в ультрафиолетовый :  count:4  textCnt:4
высокий плотность :  count:4  textCnt:4
александр молодчий :  count:4  textCnt:2
на церемония :  count:4  textCnt:4
с различный :  count:4  textCnt:4
предположение относительно :  count:4  textCnt:4
hornet , :  count:4  textCnt:4
, собираюсь :  count:4  textCnt:4
возвращение астронавт :  count:4  textCnt:4
потому , :  count:4  textCnt:4
ищу в :  count:4  textCnt:4
мастерить инструмент :  count:4  textCnt:4
рекорд скорость :  count:4  textCnt:2
такой явление :  count:4  textCnt:4
чарльз дарвин :  count:4  textCnt:3
до 2012 :  count:4  textCnt:3
есть доставлять :  count:4  textCnt:4
из nasa :  count:4  textCnt:4
gps . :  count:4  textCnt:4
арктический совет :  count:4  textCnt:4
, это :  count:4  textCnt:4
я бригада :  count:4  textCnt:1
, фрагмент :  count:4  textCnt:4
перминов и :  count:4  textCnt:4
в 21 :  count:4  textCnt:3
и информация :  count:4  textCnt:4
от рак :  count:4  textCnt:4
приближение к :  count:4  textCnt:4
быстрый реагирование :  count:4  textCnt:3
звездных война :  count:4  textCnt:3
не больше :  count:4  textCnt:4
герман греф :  count:4  textCnt:3
о отставка :  count:4  textCnt:3
апрель 2006 :  count:4  textCnt:3
ввс в :  count:4  textCnt:4
всемирный выставка :  count:4  textCnt:3
что дело :  count:4  textCnt:4
сбор данные :  count:4  textCnt:4
сесть на :  count:4  textCnt:4
посадка зонд :  count:4  textCnt:4
друг на :  count:4  textCnt:4
пожар . :  count:4  textCnt:4
вредный газ :  count:4  textCnt:4
университет создал :  count:4  textCnt:4
, объединяюсь :  count:4  textCnt:4
из эксплуатация :  count:4  textCnt:3
апас джумагулов :  count:4  textCnt:4
на центральный :  count:4  textCnt:3
газета haaretz :  count:4  textCnt:4
из новое :  count:4  textCnt:4
. размах :  count:4  textCnt:4
кожа на :  count:4  textCnt:4
спасательный служба :  count:4  textCnt:4
представитель агентство :  count:4  textCnt:4
посадка discovery :  count:4  textCnt:3
вещество и :  count:4  textCnt:4
в ответ :  count:4  textCnt:4
постоянный угроза :  count:4  textCnt:3
было показан :  count:4  textCnt:4
и использовал :  count:4  textCnt:4
и ремонтный :  count:4  textCnt:4
земля первое :  count:4  textCnt:4
промышленность борис :  count:4  textCnt:4
узбекистан распространил :  count:4  textCnt:4
после встреча :  count:4  textCnt:4
алексей краснов :  count:4  textCnt:4
управление сша :  count:4  textCnt:4
технология являюсь :  count:4  textCnt:3
корабль это :  count:4  textCnt:3
время нахожусь :  count:4  textCnt:4
200 летний :  count:4  textCnt:3
сократился на :  count:4  textCnt:4
и возвращение :  count:4  textCnt:3
исследователь удался :  count:4  textCnt:4
за неблагоприятный :  count:4  textCnt:4
самолёт f :  count:4  textCnt:4
за первое :  count:4  textCnt:4
офицер запас :  count:4  textCnt:3
медуза , :  count:4  textCnt:3
ядерный испытание :  count:4  textCnt:3
и используюсь :  count:4  textCnt:4
флотилия . :  count:4  textCnt:1
с семь :  count:4  textCnt:4
xanadu , :  count:4  textCnt:2
8 и :  count:4  textCnt:4
люба из :  count:4  textCnt:4
на производство :  count:4  textCnt:4
надежда на :  count:4  textCnt:4
гражданин страна :  count:4  textCnt:4
рособоронэкспорта сергей :  count:4  textCnt:4
теория число :  count:4  textCnt:3
. наблюдатель :  count:4  textCnt:4
хаббл . :  count:4  textCnt:4
полтора километр :  count:4  textCnt:4
шос . :  count:4  textCnt:4
северо восточный :  count:4  textCnt:2
суше . :  count:4  textCnt:4
более поздний :  count:4  textCnt:4
, заверил :  count:4  textCnt:4
подписал договор :  count:4  textCnt:4
такой материал :  count:4  textCnt:4
. беспилотный :  count:4  textCnt:4
обитающий на :  count:4  textCnt:4
постоянный экипаж :  count:4  textCnt:2
интернет и :  count:4  textCnt:4
западный берег :  count:4  textCnt:3
, пролетев :  count:4  textCnt:4
страна до :  count:4  textCnt:4
по завершение :  count:4  textCnt:4
, организация :  count:4  textCnt:4
развитие , :  count:4  textCnt:4
важен для :  count:4  textCnt:4
анонимный представитель :  count:4  textCnt:4
1200 километр :  count:4  textCnt:4
компания в :  count:4  textCnt:4
, пройдет :  count:4  textCnt:4
чтобы более :  count:4  textCnt:4
наоборот . :  count:4  textCnt:4
оба государство :  count:4  textCnt:4
есть ликвидирован :  count:4  textCnt:3
. предполагаемый :  count:4  textCnt:4
занимаюсь экипаж :  count:4  textCnt:4
. победитель :  count:4  textCnt:3
самолёт заправщик :  count:4  textCnt:4
увеличился на :  count:4  textCnt:4
произошедший в :  count:4  textCnt:4
демократический республика :  count:4  textCnt:2
спасение экипаж :  count:4  textCnt:3
гироскоп и :  count:4  textCnt:4
с 17 :  count:4  textCnt:4
что готов :  count:4  textCnt:3
траектория и :  count:4  textCnt:4
время учение :  count:4  textCnt:3
евросоюз . :  count:4  textCnt:3
, долгий :  count:4  textCnt:4
получил от :  count:4  textCnt:4
с период :  count:4  textCnt:4
, отличаюсь :  count:4  textCnt:4
сквозь он :  count:4  textCnt:4
увеличился . :  count:4  textCnt:4
эвакуация экипаж :  count:4  textCnt:4
что проблема :  count:4  textCnt:4
погода . :  count:4  textCnt:4
завод в :  count:4  textCnt:4
время учёный :  count:4  textCnt:4
условие контракт :  count:4  textCnt:4
учёный весь :  count:4  textCnt:4
создание глобальный :  count:4  textCnt:3
ми 28h :  count:4  textCnt:1
чтобы выяснить :  count:4  textCnt:4
строительство в :  count:4  textCnt:4
ракета малое :  count:4  textCnt:2
воздушный баз :  count:4  textCnt:4
на компьютер :  count:4  textCnt:3
пояснил он :  count:4  textCnt:4
также заявил :  count:4  textCnt:4
ураган , :  count:4  textCnt:3
всемирный тяготение :  count:4  textCnt:3
академик ран :  count:4  textCnt:4
ядерный безопасность :  count:4  textCnt:4
на нога :  count:4  textCnt:2
филлипс , :  count:4  textCnt:4
торжественный парад :  count:4  textCnt:4
. начало :  count:4  textCnt:4
власть и :  count:4  textCnt:4
узел и :  count:4  textCnt:4
природа wwf :  count:4  textCnt:4
. топливный :  count:4  textCnt:4
есть проводить :  count:4  textCnt:4
от заданный :  count:4  textCnt:4
в прошлый :  count:4  textCnt:4
результат их :  count:4  textCnt:4
строение . :  count:4  textCnt:4
в великий :  count:4  textCnt:2
океан есть :  count:4  textCnt:4
всемирный фонд :  count:4  textCnt:4
с прогресс :  count:4  textCnt:4
что соединенные :  count:4  textCnt:4
плитка на :  count:4  textCnt:4
представляющий повышенный :  count:4  textCnt:4
пять тысяча :  count:4  textCnt:4
процессор , :  count:4  textCnt:4
и 2 :  count:4  textCnt:4
сич 1м :  count:4  textCnt:1
2003 ub313 :  count:4  textCnt:1
учёный опасаюсь :  count:4  textCnt:4
западный антарктида :  count:4  textCnt:1
nw e95 :  count:4  textCnt:1
. сражение :  count:4  textCnt:2
компьютерный система :  count:4  textCnt:4
, третий :  count:4  textCnt:4
около 600 :  count:4  textCnt:4
который стартовал :  count:4  textCnt:4
их вес :  count:4  textCnt:4
ведомство сша :  count:4  textCnt:4
мы ожидаю :  count:4  textCnt:3
в пасадене :  count:4  textCnt:4
орбитальный спутник :  count:4  textCnt:4
можно объяснить :  count:4  textCnt:4
20 час :  count:4  textCnt:2
водоросль , :  count:4  textCnt:3
на второй :  count:4  textCnt:4
характеристика , :  count:4  textCnt:4
пользуюсь огнем :  count:4  textCnt:4
строю . :  count:4  textCnt:4
приблизительно на :  count:4  textCnt:4
, иду :  count:4  textCnt:4
дальность полёт :  count:4  textCnt:4
который столкнулся :  count:4  textCnt:4
недостаточно для :  count:4  textCnt:4
сотня человек :  count:4  textCnt:4
испытание космический :  count:4  textCnt:4
ли это :  count:4  textCnt:4
целю , :  count:4  textCnt:4
к жизнь :  count:4  textCnt:4
астрономический явление :  count:4  textCnt:3
пустыня атакама :  count:4  textCnt:2
боевой применение :  count:4  textCnt:4
аппарат beagle :  count:4  textCnt:4
состав десятый :  count:4  textCnt:4
спектр , :  count:4  textCnt:4
лес и :  count:4  textCnt:4
. бывший :  count:4  textCnt:4
аварийный ситуация :  count:4  textCnt:4
вывод содержусь :  count:4  textCnt:4
время тренировка :  count:4  textCnt:3
для предотвращение :  count:4  textCnt:4
а потому :  count:4  textCnt:4
туманность андромеда :  count:4  textCnt:1
, вызвавший :  count:4  textCnt:3
последний день :  count:4  textCnt:4
равен примерно :  count:4  textCnt:4
daily , :  count:4  textCnt:4
. конструкция :  count:4  textCnt:4
принадлежащий nasa :  count:4  textCnt:4
не подвергаюсь :  count:4  textCnt:3
потепление приведет :  count:4  textCnt:2
два . :  count:4  textCnt:4
изучение солнечный :  count:4  textCnt:4
строительство международный :  count:4  textCnt:4
часть вселенная :  count:4  textCnt:3
вашингтон и :  count:4  textCnt:4
могу служить :  count:4  textCnt:4
что большинство :  count:4  textCnt:4
территория который :  count:4  textCnt:4
гавайский университет :  count:4  textCnt:4
вероятность , :  count:4  textCnt:4
основатель корпорация :  count:4  textCnt:4
другой проект :  count:4  textCnt:4
, официальный :  count:4  textCnt:4
кабина . :  count:4  textCnt:4
телефония , :  count:4  textCnt:4
авиационный агентство :  count:4  textCnt:3
слово главком :  count:4  textCnt:4
интерес у :  count:4  textCnt:4
прекращён . :  count:4  textCnt:4
бюджет сша :  count:4  textCnt:4
панамский канал :  count:4  textCnt:2
ещё остается :  count:4  textCnt:4
три месяц :  count:4  textCnt:4
испытание прошёл :  count:4  textCnt:4
в ахалкалаки :  count:4  textCnt:3
не позднее :  count:4  textCnt:4
с распространение :  count:4  textCnt:3
истек , :  count:4  textCnt:4
благодаря который :  count:4  textCnt:4
для отправка :  count:4  textCnt:4
айсберг . :  count:4  textCnt:4
. экспериментальный :  count:4  textCnt:4
контрактник . :  count:4  textCnt:4
невозможный . :  count:4  textCnt:4
вмешательство в :  count:4  textCnt:4
, предоставленный :  count:4  textCnt:4
получил новое :  count:4  textCnt:4
составляю четыре :  count:4  textCnt:4
сказал главк :  count:4  textCnt:3
, руководство :  count:4  textCnt:4
манипулятор rockviss :  count:4  textCnt:4
неизвестный наука :  count:4  textCnt:3
в полметра :  count:4  textCnt:4
, вес :  count:4  textCnt:4
люк . :  count:4  textCnt:4
факт военный :  count:4  textCnt:4
суббота с :  count:4  textCnt:4
орбита по :  count:4  textCnt:4
новый закон :  count:4  textCnt:4
результат авария :  count:4  textCnt:4
передислокация российский :  count:4  textCnt:3
игровой приставка :  count:4  textCnt:2
деталь . :  count:4  textCnt:4
модернизация ядерный :  count:4  textCnt:2
производство новое :  count:4  textCnt:4
различный груз :  count:4  textCnt:4
ди монтефорте :  count:4  textCnt:2
на маршрут :  count:4  textCnt:4
ека . :  count:4  textCnt:2
утверждаю в :  count:4  textCnt:4
, выяснил :  count:4  textCnt:4
чего есть :  count:4  textCnt:4
чэнху . :  count:4  textCnt:1
гигантский телескоп :  count:4  textCnt:1
позиционирование gps :  count:4  textCnt:4
полетел в :  count:4  textCnt:4
средство и :  count:4  textCnt:4
и спектр :  count:4  textCnt:4
они уж :  count:4  textCnt:4
оборона израиль :  count:4  textCnt:4
геофизик , :  count:4  textCnt:3
течение многие :  count:4  textCnt:4
безопасность 2004 :  count:4  textCnt:3
наблюдаюсь на :  count:4  textCnt:4
ледник в :  count:4  textCnt:3
общий количество :  count:4  textCnt:4
. федеральный :  count:4  textCnt:4
экспресс анализ :  count:4  textCnt:2
ирак в :  count:4  textCnt:3
было построен :  count:4  textCnt:4
удар . :  count:4  textCnt:3
микроволновый пушка :  count:4  textCnt:4
что испытание :  count:4  textCnt:4
также напомнил :  count:4  textCnt:4
сомнение , :  count:4  textCnt:4
экипаж 11 :  count:4  textCnt:4
составить конкуренция :  count:4  textCnt:4
синий цвет :  count:4  textCnt:1
исследование сша :  count:4  textCnt:4
динозавр на :  count:4  textCnt:4
именно с :  count:4  textCnt:4
и нептун :  count:4  textCnt:4
он являюсь :  count:4  textCnt:4
, конструктор :  count:4  textCnt:4
до 2007 :  count:4  textCnt:4
прекратился . :  count:4  textCnt:4
мкс работаю :  count:4  textCnt:4
находящийся там :  count:4  textCnt:4
непригоден для :  count:4  textCnt:4
авиационный техник :  count:4  textCnt:4
проект федеральный :  count:4  textCnt:4
и японский :  count:4  textCnt:3
конец июль :  count:4  textCnt:4
высокий уровень :  count:4  textCnt:4
намерен изучить :  count:4  textCnt:4
инициатор проект :  count:4  textCnt:3
старт который :  count:4  textCnt:4
контракт для :  count:4  textCnt:3
это срок :  count:4  textCnt:4
обстановка в :  count:4  textCnt:4
пока остается :  count:4  textCnt:4
посадка шаттл :  count:4  textCnt:2
вымирание . :  count:4  textCnt:4
повреждение обшивка :  count:4  textCnt:4
только о :  count:4  textCnt:4
градус кельвин :  count:4  textCnt:4
адмирал игорь :  count:4  textCnt:2
что миссия :  count:4  textCnt:4
мнение сотрудник :  count:4  textCnt:4
не сгоревший :  count:4  textCnt:4
отвёл его :  count:4  textCnt:4
экспедиция александр :  count:4  textCnt:4
на дистанция :  count:4  textCnt:4
voyager 2 :  count:4  textCnt:3
встал на :  count:4  textCnt:3
review letters :  count:4  textCnt:4
превышаю масса :  count:4  textCnt:4
уж втора :  count:4  textCnt:4
земля не :  count:4  textCnt:4
на полю :  count:4  textCnt:3
создание частное :  count:4  textCnt:3
ряд российский :  count:4  textCnt:4
1927 год :  count:4  textCnt:4
виктор благов :  count:4  textCnt:4
байконур успешно :  count:4  textCnt:3
использовал свой :  count:4  textCnt:3
рф апас :  count:4  textCnt:4
lenta . :  count:4  textCnt:4
чего они :  count:4  textCnt:3
в хьюстон :  count:4  textCnt:3
и чащу :  count:4  textCnt:3
в использование :  count:4  textCnt:4
есть делать :  count:4  textCnt:4
проектирование и :  count:4  textCnt:4
начал совместный :  count:4  textCnt:4
больший панда :  count:4  textCnt:1
, 11 :  count:4  textCnt:4
на стыковочный :  count:4  textCnt:4
посещение . :  count:4  textCnt:4
в активный :  count:4  textCnt:4
объел головной :  count:4  textCnt:4
взлете . :  count:4  textCnt:4
sikorsky aircraft :  count:4  textCnt:2
. нельзя :  count:4  textCnt:4
веду разработка :  count:4  textCnt:4
